GEBR id 'Default kasgebruik data' PDIN 1 0 pdin TBLE
'1952/05/27;00:00:00'  23.69   <
'1952/05/28;00:00:00'  35.10   <
'1952/05/29;00:00:00'  34.66   <
'1952/05/30;00:00:00'  36.08   <
'1952/05/31;00:00:00'  22.23   <
'1952/06/01;00:00:00'  34.79   <
'1952/06/02;00:00:00'  35.36   <
'1952/06/03;00:00:00'  49.65   <
'1952/06/04;00:00:00'  52.15   <
'1952/06/05;00:00:00'  47.42   <
'1952/06/06;00:00:00'  28.85   <
'1952/06/07;00:00:00'  42.87   <
'1952/06/08;00:00:00'  43.63   <
'1952/06/09;00:00:00'  32.33   <
'1952/06/10;00:00:00'  49.79   <
'1952/06/11;00:00:00'  34.58   <
'1952/06/12;00:00:00'  37.13   <
'1952/06/13;00:00:00'  46.34   <
'1952/06/14;00:00:00'  25.33   <
'1952/06/15;00:00:00'  24.35   <
'1952/06/16;00:00:00'  43.95   <
'1952/06/17;00:00:00'  44.34   <
'1952/06/18;00:00:00'  44.33   <
'1952/06/19;00:00:00'  31.21   <
'1952/06/20;00:00:00'  30.23   <
'1952/06/21;00:00:00'  28.53   <
'1952/06/22;00:00:00'  24.41   <
'1952/06/23;00:00:00'  37.58   <
'1952/06/24;00:00:00'  38.76   <
'1952/06/25;00:00:00'  25.39   <
'1952/06/26;00:00:00'  38.97   <
'1952/06/27;00:00:00'  52.38   <
'1952/06/28;00:00:00'  52.40   <
'1952/06/29;00:00:00'  43.15   <
'1952/06/30;00:00:00'  55.02   <
'1952/07/01;00:00:00'  51.62   <
'1952/07/02;00:00:00'  43.93   <
'1952/07/03;00:00:00'  24.06   <
'1952/07/04;00:00:00'  36.24   <
'1952/07/05;00:00:00'  51.56   <
'1952/07/06;00:00:00'  48.50   <
'1952/07/07;00:00:00'  43.68   <
'1952/07/08;00:00:00'  39.24   <
'1952/07/09;00:00:00'  24.64   <
'1952/07/10;00:00:00'  43.20   <
'1952/07/11;00:00:00'  41.44   <
'1952/07/12;00:00:00'  36.16   <
'1952/07/13;00:00:00'  32.39   <
'1952/07/14;00:00:00'  24.97   <
'1952/07/15;00:00:00'  37.78   <
'1952/07/16;00:00:00'  36.66   <
'1952/07/17;00:00:00'  23.83   <
'1952/07/18;00:00:00'  39.03   <
'1952/07/19;00:00:00'  25.38   <
'1952/07/20;00:00:00'  34.67   <
'1952/07/21;00:00:00'  47.45   <
'1952/07/22;00:00:00'  45.29   <
'1952/07/23;00:00:00'  35.82   <
'1952/07/24;00:00:00'  33.61   <
'1952/07/25;00:00:00'  31.76   <
'1952/07/26;00:00:00'  39.14   <
'1952/07/27;00:00:00'  25.76   <
'1952/07/28;00:00:00'  27.29   <
'1952/07/29;00:00:00'  34.54   <
'1952/07/30;00:00:00'  29.23   <
'1952/07/31;00:00:00'  32.13   <
'1952/08/01;00:00:00'  33.36   <
'1952/08/02;00:00:00'  27.53   <
'1952/08/03;00:00:00'  38.69   <
'1952/08/04;00:00:00'  35.63   <
'1952/08/05;00:00:00'  40.47   <
'1952/08/06;00:00:00'  21.33   <
'1952/08/07;00:00:00'  28.65   <
'1952/08/08;00:00:00'  30.68   <
'1952/08/09;00:00:00'  23.84   <
'1952/08/10;00:00:00'  31.93   <
'1952/08/11;00:00:00'  25.66   <
'1952/08/12;00:00:00'  37.20   <
'1952/08/13;00:00:00'  40.12   <
'1952/08/14;00:00:00'  24.45   <
'1952/08/15;00:00:00'  27.50   <
'1952/08/16;00:00:00'  31.87   <
'1952/08/17;00:00:00'  25.30   <
'1952/08/18;00:00:00'  25.65   <
'1952/08/19;00:00:00'  20.79   <
'1952/08/20;00:00:00'  20.63   <
'1952/08/21;00:00:00'  25.83   <
'1952/08/22;00:00:00'  32.04   <
'1952/08/23;00:00:00'  36.50   <
'1952/08/24;00:00:00'  26.98   <
'1952/08/25;00:00:00'  25.79   <
'1952/08/26;00:00:00'  31.51   <
'1952/08/27;00:00:00'  23.07   <
'1952/08/28;00:00:00'  35.97   <
'1952/08/29;00:00:00'  37.30   <
'1952/08/30;00:00:00'  24.84   <
'1952/08/31;00:00:00'  24.08   <
'1952/09/01;00:00:00'  27.65   <
'1952/09/02;00:00:00'  30.48   <
'1952/09/03;00:00:00'  17.44   <
'1952/09/04;00:00:00'  20.58   <
'1952/09/05;00:00:00'  27.07   <
'1952/09/06;00:00:00'  28.29   <
'1952/09/07;00:00:00'  26.52   <
'1952/09/08;00:00:00'  27.08   <
'1952/09/09;00:00:00'  28.83   <
'1952/09/10;00:00:00'  24.99   <
'1952/09/11;00:00:00'  27.88   <
'1952/09/12;00:00:00'  24.41   <
'1952/09/13;00:00:00'  21.53   <
'1952/09/14;00:00:00'  18.30   <
'1952/09/15;00:00:00'  30.04   <
'1952/09/16;00:00:00'  32.96   <
'1952/09/17;00:00:00'  23.26   <
'1952/09/18;00:00:00'  24.26   <
'1952/09/19;00:00:00'  23.51   <
'1952/09/20;00:00:00'  16.32   <
'1952/09/21;00:00:00'  16.08   <
'1952/09/22;00:00:00'  18.25   <
'1952/09/23;00:00:00'  19.43   <
'1952/09/24;00:00:00'  14.23   <
'1952/09/25;00:00:00'  16.28   <
'1952/09/26;00:00:00'  15.71   <
'1952/09/27;00:00:00'  13.94   <
'1952/09/28;00:00:00'  27.02   <
'1952/09/29;00:00:00'  15.59   <
'1952/09/30;00:00:00'  13.94   <
'1952/10/01;00:00:00'  11.28   <
'1952/10/02;00:00:00'  12.34   <
'1952/10/03;00:00:00'  17.39   <
'1952/10/04;00:00:00'  22.19   <
'1952/10/05;00:00:00'  14.84   <
'1952/10/06;00:00:00'  12.68   <
'1952/10/07;00:00:00'  15.20   <
'1952/10/08;00:00:00'  22.00   <
'1952/10/09;00:00:00'  11.91   <
'1952/10/10;00:00:00'  22.45   <
'1952/10/11;00:00:00'  20.93   <
'1952/10/12;00:00:00'  20.20   <
